source,platform,company,board_url,last_status,last_error,board_id,first_seen_utc,last_seen_utc
dead_confirmed,greenhouse,Prism Data,https://boards.greenhouse.io/prismdata,404,HTTP 404 (board not found),greenhouse:prismdata,2026-02-16T03:56:00.759333+00:00,2026-02-16T03:56:00.759333+00:00
dead_confirmed,greenhouse,Procore,https://boards.greenhouse.io/procore,404,HTTP 404 (board not found),greenhouse:procore,2026-02-16T03:56:00.856189+00:00,2026-02-16T03:56:00.856189+00:00
dead_confirmed,greenhouse,Product Board,https://boards.greenhouse.io/productboard,404,HTTP 404 (board not found),greenhouse:productboard,2026-02-16T03:56:01.047889+00:00,2026-02-16T03:56:01.047889+00:00
dead_confirmed,greenhouse,Progress,https://boards.greenhouse.io/progress,404,HTTP 404 (board not found),greenhouse:progress,2026-02-16T03:56:01.153908+00:00,2026-02-16T03:56:01.153908+00:00
dead_confirmed,greenhouse,Proofpoint,https://boards.greenhouse.io/proofpoint,404,HTTP 404 (board not found),greenhouse:proofpoint,2026-02-16T03:56:01.404361+00:00,2026-02-16T03:56:01.404361+00:00
dead_confirmed,greenhouse,Prose,https://boards.greenhouse.io/prose,404,HTTP 404 (board not found),greenhouse:prose,2026-02-16T03:56:01.585916+00:00,2026-02-16T03:56:01.585916+00:00
dead_confirmed,greenhouse,Prosper Marketplace,https://boards.greenhouse.io/prosper,404,HTTP 404 (board not found),greenhouse:prosper,2026-02-16T03:56:01.702584+00:00,2026-02-16T03:56:01.702584+00:00
dead_confirmed,greenhouse,Prospera,https://boards.greenhouse.io/prospera,404,HTTP 404 (board not found),greenhouse:prospera,2026-02-16T03:56:01.802287+00:00,2026-02-16T03:56:01.802287+00:00
dead_confirmed,greenhouse,Protocol Labs,https://boards.greenhouse.io/protocollabs,404,HTTP 404 (board not found),greenhouse:protocollabs,2026-02-16T03:56:01.904379+00:00,2026-02-16T03:56:01.904379+00:00
dead_confirmed,greenhouse,Provence,https://boards.greenhouse.io/provence,404,HTTP 404 (board not found),greenhouse:provence,2026-02-16T03:56:02.093684+00:00,2026-02-16T03:56:02.093684+00:00
dead_confirmed,greenhouse,PTC,https://boards.greenhouse.io/ptc,404,HTTP 404 (board not found),greenhouse:ptc,2026-02-16T03:56:02.181846+00:00,2026-02-16T03:56:02.181846+00:00
dead_confirmed,greenhouse,Punchh,https://boards.greenhouse.io/punchh,404,HTTP 404 (board not found),greenhouse:punchh,2026-02-16T03:56:02.289388+00:00,2026-02-16T03:56:02.289388+00:00
